Name,School,Difficulty Level,Rating,Link,About
Database Systems Concepts & Design,School of Autonomous Systems,Intermediate,None,https://www.udacity.com//course/database-systems-concepts-design--ud150,This course presents an example of applying a database application development methodology to a major real-world project.
Intro to Inferential Statistics,School of Data Science,Beginner,None,https://www.udacity.com//course/intro-to-inferential-statistics--ud201,Intro to Inferential Statistics will teach you how to test your hypotheses and begin to make predictions based on statistical results drawn from data!
Spark,School of Data Science,Intermediate,None,https://www.udacity.com//course/learn-spark-at-udacity--ud2002,Master how to work with big data and build machine learning models at scale using Spark!
Data Analysis and Visualization,School of Data Science,Intermediate,None,https://www.udacity.com//course/data-analysis-and-visualization--ud404,"This course will introduce students to the field by covering state�-of-�the-art modeling, analysis and visualization techniques."
Microsoft Power Platform,School of Programming & Development,Beginner,None,https://www.udacity.com//course/microsoft-power-platform--ud091,"Learn to build powerful and effective solutions with ease with Microsoft Power Platform. Created in partnership with the Microsoft Power Platform team, this course will introduce you to efficient low-code solutions for data analytics, app development, and artifical intelligence."
Web Tooling & Automation,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/web-tooling-automation--ud892,"In this course, you�ll learn how to setup your development environment and save a lot of time and effort with automatic optimization."
Front End Frameworks,School of Programming & Development,Advanced,None,https://www.udacity.com//course/front-end-frameworks--ud894,"Explore and build interactive, single-page applications with popular JavaScript frameworks!"
Responsive Web Design Fundamentals,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/responsive-web-design-fundamentals--ud893,Learn and practice strategies for developing websites that look great on every device! Made with Google's Pete LePage.
Linux Command Line Basics,School of Programming & Development,Beginner,None,https://www.udacity.com//course/linux-command-line-basics--ud595,An introduction to the Linux command line interface.
How to Install Android Studio,School of Programming & Development,Beginner,None,https://www.udacity.com//course/how-to-install-android-studio--ud808,Participate in this short tutorial to install Android Studio on your computer and set up a new project using the program's Project Wizard.
Android Basics: Multiscreen Apps,School of Programming & Development,Beginner,None,https://www.udacity.com//course/android-basics-multiscreen-apps--ud839,"Learn to build multiple screens and link them together, expanding the range of apps you can create! You'll also learn how to play audio and add images to your apps."
Website Performance Optimization,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/website-performance-optimization--ud884,"Learn how browsers convert HTML, CSS and JavaScript into websites while you experiment with Chrome Developer Tools to measure and optimize website speed!"
iOS Networking with Swift,School of Programming & Development,Advanced,None,https://www.udacity.com//course/ios-networking-with-swift--ud421,Learn how to incorporate networking into your apps to access data from around the world. Build the On the Map app to share location and fun links with fellow students.
JavaScript Design Patterns,School of Programming & Development,Advanced,None,https://www.udacity.com//course/javascript-design-patterns--ud989,Learn the importance of code organization and how to implement it with either vanilla JavaScript or an organizational library or framework.
Android Basics: User Input,School of Programming & Development,Beginner,None,https://www.udacity.com//course/android-basics-user-input--ud836,Learn how to make your apps interactive using buttons and text! In this course you'll learn the basics of the Java programming language and how to apply them to Android.
Android Performance,School of Programming & Development,Advanced,None,https://www.udacity.com//course/android-performance--ud825,"Performance matters to users, so it must matter to you. Learn how to identify and fix bottlenecks in your Android applications, and ensure a smooth user experience."
Responsive Images,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/responsive-images--ud882,Go beyond image tags! Learn how to make images a part of your responsive design workflow.
Xcode Debugging,School of Programming & Development,Advanced,None,https://www.udacity.com//course/xcode-debugging--ud774,"In this course, you'll learn standard methodologies for debugging software, and how to use Xcode's debugging tools to find and squash bugs."
Gradle for Android and Java,School of Programming & Development,Advanced,None,https://www.udacity.com//course/gradle-for-android-and-java--ud867,Build bigger and better Android and Java apps using the Gradle build tool.
Build Native Mobile Apps with Flutter,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/build-native-mobile-apps-with-flutter--ud905,Learn from experts at Google how to use Flutter to craft high-quality native interfaces on iOS and Android devices in record time.
JavaScript Promises,School of Programming & Development,Advanced,None,https://www.udacity.com//course/javascript-promises--ud898,Learn how to simplify asynchronous work with Native JavaScript Promises!
UIKit Fundamentals,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/uikit-fundamentals--ud788,"Learn the iOS UIKit framework, which is the cornerstone of creating user interfaces in all iOS apps and crucial for any iOS Developer to be intimately familiar with."
Android Basics: User Interface,School of Programming & Development,Beginner,None,https://www.udacity.com//course/android-basics-user-interface--ud834,Learn how to design your first layout in Android! This is the first course in the Android Basics Nanodegree program.
Client-Server Communication,School of Programming & Development,Advanced,None,https://www.udacity.com//course/client-server-communication--ud897,"Learn how a client communicates with a server, including HTTP's request and response cycle, HTTP/2 and HTTPs."
What is Programming?,School of Programming & Development,Beginner,None,https://www.udacity.com//course/what-is-programming--ud994,This course is your first step towards a career in programming.
Building High Conversion Web Forms,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/building-high-conversion-web-forms--ud890,"Increase conversions with best practices for fast, efficient forms! Learn how to design and build web forms for users on any device."
AdvancedAndroid App Development,School of Programming & Development,Advanced,None,https://www.udacity.com//course/Advanced-android-app-development--ud855,"Make your app production-ready by applying Advancedfeatures like library integration, material design, widgets, receiving cloud messages, and more!"
Software Architecture & Design,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/software-architecture-design--ud821,Software Architecture and Design teaches the principles and concepts involved in the analysis and design of large software systems.
Authentication & Authorization: OAuth,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/authentication-authorization-oauth--ud330,Learn to implement the OAuth 2.0 framework to allow users to securely and easily login to your web applications.
Intro to iOS App Development with Swift,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/intro-to-ios-app-development-with-swift--ud585,Take the first step in becoming an iOS Developer by learning about Swift and writing your first app.
Introduction to Operating Systems,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/introduction-to-operating-systems--ud923,"Introduction to Operating Systems teaches the basic operating system abstractions, mechanisms, and their implementations."
Android Basics: Networking,School of Programming & Development,Beginner,None,https://www.udacity.com//course/android-basics-networking--ud843,"This class teaches the basics of networking using Android, and is a part of the Android Basics Nanodegree by Google."
Web Accessibility,School of Programming & Development,Advanced,None,https://www.udacity.com//course/web-accessibility--ud891,"Get hands-on experience making web applications accessible. You�ll understand when and why users need accessibility, then you�ll dive into how to implement."
Android Basics: Data Storage,School of Programming & Development,Beginner,None,https://www.udacity.com//course/android-basics-data-storage--ud845,"In this course, you'll learn the basics of data storage in Android, building your first database and an app that could be used for any small business!"
Scalable Microservices with Kubernetes,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/scalable-microservices-with-kubernetes--ud615,"This course is designed to teach you about managing microservices, using Kubernetes. This course is built in partnership with experts such as Google�s Kelsey Hightower."
Developing Android Apps with Kotlin,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/developing-android-apps-with-kotlin--ud9012,Learn the fundamentals of the Kotlin programming language from Kotlin experts at Google.
Browser Rendering Optimization,School of Programming & Development,Advanced,None,https://www.udacity.com//course/browser-rendering-optimization--ud860,This course will demystify the browser's rendering pipeline and make it easy for you to build high performance web apps.
Learn Swift Programming Syntax,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/learn-swift-programming-syntax--ud902,"This course focuses on the syntax of the Swift programming language. By the end of the course, you'll be able to apply Swift essentials to building iOS apps."
Offline Web Applications,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/offline-web-applications--ud899,Learn how to develop offline-first web application using Service Workers and IndexedDB.
Kotlin for Android Developers,School of Programming & Development,Advanced,None,https://www.udacity.com//course/kotlin-for-android-developers--ud888,"Take an Android app in Java and convert it to Kotlin, learning key features of the Kotlin programming language along the way."
UX Design for Mobile Developers,School of Programming & Development,Beginner,None,https://www.udacity.com//course/ux-design-for-mobile-developers--ud849,This is a design course made for developers. You'll learn UX design skills which will help you make 5-star mobile apps that your users will love.
Software Development Process,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/software-development-process--ud805,"Software Development Processes explores requirements engineering, architecture and design, testing, and software quality in general."
Data Visualization in Tableau,School of Programming & Development,Beginner,None,https://www.udacity.com//course/data-visualization-in-tableau--ud1006,Learn the fundamentals of data visualization and practice communicating with data.
Intro to Progressive Web Apps,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/intro-to-progressive-web-apps--ud811,In this course you�ll get started working on your very first Progressive Web App (PWA) - a web app that can take advantage of many features native applications have enjoyed!
Writing READMEs,School of Programming & Development,Beginner,None,https://www.udacity.com//course/writing-readmes--ud777,Documentation is an important part of the development process. Learn to write READMEs using Markdown so your code can be used by other humans!
Software Analysis & Testing,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/software-analysis-testing--ud333,"This course covers the theory and practice of software analysis, which is at the heart of software development processes such as diagnosing bugs, testing, and debugging."
iOS Persistence and Core Data,School of Programming & Development,Advanced,None,https://www.udacity.com//course/ios-persistence-and-core-data--ud325,"Persisting data is a core skill for any iOS developer. Learn how to store app data to your device using three common techniques: NSUserDefaults, Sandbox, and Core Data."
Computer Networking,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/computer-networking--ud436,This is an AdvancedComputer Networking course that delves into the latest concepts and tools used by the CN industry.
Firebase Analytics: iOS,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/firebase-analytics-ios--ud353,"Learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution"
Human-Computer Interaction,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/human-computer-interaction--ud400,"This course is an introductory course on human-computer interaction, covering the principles, techniques, and open areas of development in HCI."
2D Game Development with libGDX,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/2d-game-development-with-libgdx--ud405,"This course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. At the end you will create a full game, called Icicles."
Intro to jQuery,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/intro-to-jquery--ud245,Learn how to access and modify the DOM with ease using jQuery!
How to create <anything> in Android,School of Programming & Development,Beginner,None,https://www.udacity.com//course/how-to-create-anything-in-android--ud802,Learn to implement the newest Android user interface components while building apps in Android Studio.
Introduction to Graduate Algorithms,School of Programming & Development,Advanced,None,https://www.udacity.com//course/introduction-to-graduate-algorithms--ud401,Learn Advancedtechniques for designing algorithms and apply them to hard computational problems.
Dynamic Web Applications with Sinatra,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/dynamic-web-applications-with-sinatra--ud268,"Sinatra is a micro-framework for quickly developing small Ruby applications for the web. In this course, you'll learn all about Sinatra, routing, and templating."
How to Make a Platformer Using libGDX,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/how-to-make-a-platformer-using-libgdx--ud406,"This course will explore how to create a game called Giga Gal. Giga Gal is a platformer in which you run, collect energy packs, jump a bunch, and shoot enemies."
JavaScript Testing,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/javascript-testing--ud549,Learn how to iterate on your web applications with confidence using the red-green-refactor workflow cycle and automated testing frameworks.
Object-Oriented JavaScript,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/object-oriented-javascript--ud711,
Localization Essentials,School of Programming & Development,Beginner,None,https://www.udacity.com//course/localization-essentials--ud610,"Localization is about making a product feel tailored to users around the world. Specifically, it is the process of adapting a product to a language, culture and market."
Compilers: Theory and Practice,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/compilers-theory-and-practice--ud168,This course teaches the theory and practice behind building compilers for higher level programming languages.
HTML5 Canvas,School of Programming & Development,Beginner,None,https://www.udacity.com//course/html5-canvas--ud292,Learn how you can use HTML5 Canvas to create and modify images or even interactive animations.
Object Oriented Programming in Java,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/object-oriented-programming-in-java--ud283,Learn how to apply powerful object-oriented programming concepts in Java
Designing RESTful APIs,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/designing-restful-apis--ud388,Build and secure a web server with a RESTful Developer-Friendly API that developers will love to use.
GT - Refresher - AdvancedOS,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/gt-refresher-Advanced-os--ud098,"This course covers the essential Operating Systems concepts students need in preparation for the rest of the GT ""AdvancedOperating Systems"" sequence."
Intro to JavaScript,School of Programming & Development,Beginner,None,https://www.udacity.com//course/intro-to-javascript--ud803,"Learn the fundamentals of JavaScript, the most popular programming language in web development."
Grand Central Dispatch (GCD),School of Programming & Development,Intermediate,None,https://www.udacity.com//course/grand-central-dispatch-gcd--ud576,Learn how to prevent background operations from interfering with an app's UI by implementing Apple's GCD framework.
Continuous Integration and Deployment,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/continuous-integration-and-deployment--ud1030,"In this course, you'll learn how to improve the mobile development process by using continuous integration and deployment."
Swift for Beginners,School of Programming & Development,Beginner,None,https://www.udacity.com//course/swift-for-Beginners--ud1022,"Learn Swift, Apple's programming language for building iOS applications. Start with the basics and work your way towards completing sets of challenges in Swift."
Intro to Statistics,School of Programming & Development,Beginner,None,https://www.udacity.com//course/intro-to-statistics--st101,"Get ready to analyze, visualize, and interpret data! Thought-provoking examples and chances to combine statistics and programming will keep you engaged and challenged."
Intro to HTML and CSS,School of Programming & Development,Beginner,None,https://www.udacity.com//course/intro-to-html-and-css--ud001,"In this course, you'll learn the fundamentals web development, along with best practices and professional problem-solving techniques using Developer Tools."
Developing Android Apps,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/new-android-fundamentals--ud851,"Build a cloud-connected Android app, and learn the tools, principles, and best practices of mobile and Android development that you'll apply to your own projects."
Introduction to Python Programming,School of Programming & Development,Beginner,None,https://www.udacity.com//course/introduction-to-python--ud1110,"In this course, you'll learn the fundamentals of the Python programming language, along with programming best practices. You�ll learn to represent and store data using Python data types and variables, and use conditionals and loops to control the flow of your programs. You�ll harness the power of complex data structures like lists, sets, dictionaries, and tuples to store collections of related data. You�ll define and document your own custom functions, write scripts, and handle errors. Lastly, you�ll learn to find and use modules in the Python Standard Library and other third-party libraries."
Introduction to Virtual Reality,School of Programming & Development,Beginner,None,https://www.udacity.com//course/introduction-to-virtual-reality--ud1012,"If you are interested in learning more about virtual reality, this course will teach you the principles of VR technology and help you understand what you can build in VR."
Objective-C for Swift Developers,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/objective-c-for-swift-developers--ud1009,"Learn the distinguishing language features of Objective-C. Practice Objective-C syntax by writing classes, and writing and calling methods."
Software Testing,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/software-testing--cs258,Learn how to catch bugs and break software as you discover different testing methods that will help you build better software.
Interactive 3D Graphics,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/interactive-3d-graphics--cs291,"This course will teach you the principles of 3D computer graphics: meshes, transforms, lighting, animation, and making interactive 3D applications run in a browser."
Full Stack Foundations,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/full-stack-foundations--ud088,Learn the fundamentals of back-end web development by creating your own web application from the ground up using the iterative development process.
High Performance Computer Architecture,School of Programming & Development,Advanced,None,https://www.udacity.com//course/high-performance-computer-architecture--ud007,"The HPCA course covers performance measurement, pipelining, and improved parallelism through various means."
AutoLayout,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/auto-layout--ud1026,"With this course, you will learn about AutoLayout and how to use stack views and constraints to create pixel-perfect UIs."
Kotlin Bootcamp for Programmers,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/kotlin-bootcamp-for-programmers--ud9011,Learn the fundamentals of the Kotlin programming language from Kotlin experts at Google.
Shell Workshop,School of Programming & Development,,None,https://www.udacity.com//course/shell-workshop--ud206,
Core ML: Machine Learning for iOS,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/core-ml--ud1038,Learn how to use Apple's Core ML framework to build iOS apps with intelligent new features.
Statistics,School of Programming & Development,Beginner,None,https://www.udacity.com//course/statistics--st095,We live in a time of unprecedented access to information. You'll learn how to use statistics to interpret that information and make decisions.
Intro to Theoretical Computer Science,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/intro-to-theoretical-computer-science--cs313,Learn the basic concepts in theoretical computer science. Discover what they imply for solving tough computational challenges.
Design of Computer Programs,School of Programming & Development,Advanced,None,https://www.udacity.com//course/design-of-computer-programs--cs212,"Learn how to model problems, and how to optimize performance by using some of the Advancedfeatures of Python."
Data Wrangling with MongoDB,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/data-wrangling-with-mongodb--ud032,"Data Scientists spend most of their time cleaning data. In this course, you will learn to convert and manipulate messy data to extract what you need."
Swift for Developers,School of Programming & Development,Beginner,None,https://www.udacity.com//course/swift-for-developers--ud1025,Get a quick practical introduction to Swift programming basics and build your first iOS app!
Firebase in a Weekend: Android,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/firebase-in-a-weekend-by-google-android--ud0352,This course will teach you when and why to choose Firebase as a backend for your Android application.
Software Debugging,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/software-debugging--cs259,In this course you will learn how to debug programs systematically using scientific methods and build several automated debugging tools in Python.
Deploying a Hadoop Cluster,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/deploying-a-hadoop-cluster--ud1000,Deploy your own Hadoop cluster to crunch some big data!
Server-Side Swift,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/server-side-swift--ud1031,"In this course, built in collaboration with IBM and Hashicorp, you'll learn how to use Swift as a server-side language for building end-to-end applications."
Programming Languages,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/programming-languages--cs262,"This course is an introduction to the fundamentals of programming languages. Concepts include how to specify and process valid strings, sentences and program structures."
Networking for Web Developers,School of Programming & Development,Beginner,None,https://www.udacity.com//course/networking-for-web-developers--ud256,You've used the Internet. Now find out more about how it works.
Intro to Physics,School of Programming & Development,Beginner,None,https://www.udacity.com//course/intro-to-physics--ph100,"Go to the places where big physics discoveries were made in the past and make them yourself. You�ll visit Italy, the Netherlands, and the UK as you learn basic physics."
Intro to Relational Databases,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/intro-to-relational-databases--ud197,Relational databases are a powerful tool used throughout the industry. Learn the basics of SQL and how to connect your Python code to a relational database.
ES6 - JavaScript Improved,School of Programming & Development,Advanced,None,https://www.udacity.com//course/es6-javascript-improved--ud356,Learn about the changes made to the JavaScript programming language in ECMAScript 6 and how to use these new improvements to write better cleaner code.
Mobile Design and Usability for iOS,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/mobile-design-and-usability-for-ios--ud1034,"In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release."
Intro to AJAX,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/intro-to-ajax--ud110,"Learn how to perform asynchronous requests as you build a web app with data from Google Street View, the New York Times and Wikipedia!"
Intro to Algorithms,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/intro-to-algorithms--cs215,"This class will give you an introduction to the design and analysis of algorithms, enabling you to analyze networks and discover how individuals are connected."
The MVC Pattern in Ruby,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/the-mvc-pattern-in-ruby--ud270,"In this course you�ll learn how to organize your code, and why that�s important. You�ll be using the MVC Design Pattern in the web application micro-framework Sinatra."
WeChat Mini Program Development,School of Programming & Development,Beginner,None,https://www.udacity.com//course/wechat-mini-programs--ud667,"Developed by Tencent and Udacity, this course will teach you to build your first Mini Program."
Asynchronous JavaScript Requests,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/asynchronous-javascript-requests--ud109,Learn how to asynchronously request data in your web applications with Ajax.
Embedded Systems,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/embedded-systems--ud169,"This course takes a holistic view of the embedded system stack focusing on processor architectures, instruction sets, and the associated Advancedcompiler optimizations."
High Performance Computing,School of Programming & Development,Advanced,None,https://www.udacity.com//course/high-performance-computing--ud281,"This course will give you solid foundations for developing, analyzing, and implementing parallel and locality-efficient algorithms.  Offered at Georgia Tech as CS6220"
HTTP & Web Servers,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/http-web-servers--ud303,HTTP is the fundamental protocol of the Web. Explore how it works using Python code and command-line tools.
AdvancedAndroid with Kotlin,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/Advanced-android-with-kotlin--ud940,Develop Feature-Rich Android Apps with the Kotlin Programming Language.
"Computability, Complexity & Algorithms",School of Programming & Development,Advanced,None,https://www.udacity.com//course/computability-complexity-algorithms--ud061,Learn tools and techniques that will help you recognize when problems you encounter are intractable and when there an efficient solution.
AdvancedOperating Systems,School of Programming & Development,Advanced,None,https://www.udacity.com//course/Advanced-operating-systems--ud189,
Passwordless Login Solutions for iOS,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/passwordless-login-solutions-for-ios--ud1028,"In this course you'll implement Account Kit and Facebook Login side by side in a sample app, test our login flow on a series of common use cases, and wrap things up with an introduction to Facebook�s Graph API."
Version Control with Git,School of Programming & Development,Beginner,None,https://www.udacity.com//course/version-control-with-git--ud123,"Learn how to use Git, a popular Version Control System and essential tool for any developer."
Firebase in a Weekend: iOS,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/firebase-in-a-weekend-by-google-ios--ud0351,This course will teach you when and why to choose Firebase as a backend for your iOS application.
Intro to Point & Click App Development,School of Programming & Development,Beginner,None,https://www.udacity.com//course/intro-to-point-click-app-development--ud162,In this short class you'll build powerful apps without writing code. Great if you're an aspiring developer or someone who wants to learn what programmers do.
Deploying Applications with Heroku,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/deploying-applications-with-heroku--ud272,Deploy your first web application using the Heroku platform and learn about the underlying mechanics of web hosting.
Applied Cryptography,School of Programming & Development,Advanced,None,https://www.udacity.com//course/applied-cryptography--cs387,"Cryptography is present in everyday life, from paying with a credit card to using the telephone.  Learn all about making and breaking puzzles in computing."
Java Programming Basics,School of Programming & Development,Beginner,None,https://www.udacity.com//course/java-programming-basics--ud282,"Take your first steps towards becoming a Java developer! Learn Java syntax and create conditional statements, loops, and functions."
C++ For Programmers,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/c-for-programmers--ud210,"This course teaches C++ to students already familiar with a programming language. Students will learn how to use header files, control flow, functions, classes."
Intro to Backend,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/intro-to-backend--ud171,Learn to build a multiuser blog with Google App Engine that permits users to sign in
JavaScript and the DOM,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/javascript-and-the-dom--ud117,
Firebase Analytics: Android,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/firebase-analytics-android--ud354,"Learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution"
Configuring Linux Web Servers,School of Programming & Development,,None,https://www.udacity.com//course/configuring-linux-web-servers--ud299,
How to Make an iOS App,School of Programming & Development,Advanced,None,https://www.udacity.com//course/how-to-make-an-ios-app--ud607,"Learn the process of building an app, taking your ideas from drawing board to App Store!"
Intro to DevOps,School of Programming & Development,Advanced,None,https://www.udacity.com//course/intro-to-devops--ud611,"Learn all about the DevOps landscape, workflow, and a survey of the systems currently being used to support scalable software deployment."
Google Maps APIs,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/google-maps-apis--ud864,This course will introduce you to the content available through the Google Maps APIs through building a real-estate listings web application step-by-step.
Passwordless Login Solutions for Android,School of Programming & Development,,None,https://www.udacity.com//course/passwordless-login-solutions-for-android--ud357,
Mobile Design and Usability for Android,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/mobile-design-and-usability-for-android--ud358,"In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release."
iOS Design Patterns,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/ios-design-patterns--ud1029,"In this course, you'll explore iOS design patterns � the practical and battle-tested solutions to common problems that are used everyday by developers."
Intro to Psychology,School of Programming & Development,Beginner,None,https://www.udacity.com//course/intro-to-psychology--ps001,Go on a journey through psychological concepts and principles to enable you to gain a more in-depth understanding of human thought and behavior.
Engagement & Monetization | Mobile Games,School of Programming & Development,Beginner,None,https://www.udacity.com//course/engagement-monetization-mobile-games--ud407,"You will learn the most effective monetization strategies for your game, how to  keep your players interested and engaged, so that your game stands out in the app store."
Material Design for Android Developers,School of Programming & Development,Intermediate,None,https://www.udacity.com//course/material-design-for-android-developers--ud862,Learn and apply the material design principles that define Android's visual language to your apps.
Craft Your Cover Letter,Career Advancement,Beginner,None,https://www.udacity.com//course/craft-your-cover-letter--ud244,Write a compelling narrative that showcases your value to the company.
Refresh Your Resume,Career Advancement,Beginner,None,https://www.udacity.com//course/refresh-your-resume--ud243,Create a targeted resume that gets the attention of recruiters and lands you an interview in tech.
Strengthen Your LinkedIn Network & Brand,Career Advancement,Beginner,None,https://www.udacity.com//course/strengthen-your-linkedin-network-and-brand--ud242,Learn how to excel at networking both in-person and on LinkedIn.
Data Science Interview Prep,Career Advancement,Intermediate,None,https://www.udacity.com//course/data-science-interview-prep--ud944,"Prepare for data science interviews by practicing data analysis, machine learning, and data structure and algorithms questions."
Android Interview Prep,Career Advancement,Intermediate,None,https://www.udacity.com//course/android-interview-prep--ud241,Learn how to respond to common Android and mobile development interview questions.
Machine Learning Interview Preparation,Career Advancement,Intermediate,None,https://www.udacity.com//course/machine-learning-interview-prep--ud1001,"In this course, you�ll learn exactly what to expect during a machine learning interview."
Front-End Interview Prep,Career Advancement,Intermediate,None,https://www.udacity.com//course/front-end-interview-prep--ud250,Answer front-end technical and behavioral interview questions with confidence and poise.
Full-Stack Interview Prep,Career Advancement,Intermediate,None,https://www.udacity.com//course/full-stack-interview-prep--ud252,Answer common full stack and web security interview questions with confidence and poise.
Data Structures & Algorithms in Swift,Career Advancement,Intermediate,None,https://www.udacity.com//course/data-structures-and-algorithms-in-swift--ud1011,Review and practice the skills technical interviewers expect you to know and learn how to explain your Swift solutions.
iOS Interview Prep,Career Advancement,Intermediate,None,https://www.udacity.com//course/ios-interview-prep--ud240,Answer iOS and mobile development interview questions with confidence and poise.
VR Interview Prep,Career Advancement,Intermediate,None,https://www.udacity.com//course/vr-interview-prep--ud251,Learn how to tackle interview questions for technical roles in VR Development.
